"property_id","price"
"d56159653f5d2abc5ed5acd7",806727649.565209
"45550aa81c0151f1fd9fd8fe",683094466.858102
"735deef3382aa15930482f3e",683194187.253942
"0dd49fa8bb7be52b851c6dc9",883180641.423551
"7d3220a91e78f8bc2924d1cd",771909863.987117
"d3054072b2175deec2c1f8dc",476284827.250217
"b7574b06d593fca4eac59815",471058716.261071
"79e822115c5c1a4531366001",508909010.357123
"d3ed5316a463d38c1bd321d0",885655313.251365
"2f1880c9b8f7ac2715e1236d",684737695.74453
"dcca1c7f109175760ff531c6",635833772.160455
"dfc4f3facf91bbd93ee0fa4d",575650179.577634
"30e134a6cbe61d7954d0f56b",493543900.779047
"385fee7bd9ad7722d45dd034",553894161.248363
"87199c236bf22903d1aafdd0",563242693.273157
"19e19ad0cd6b5e84d8aa970e",484458584.603203
"907f968e78d748fde69dd44f",567311743.581516
"be094e5db0f784e3aa013aae",495068897.764869
"7ab96f83915bc84f8c03c1bd",486515470.190204
"07f4aa9b9ff5b0b05d31e6c0",886143954.025965
"e9be8cd37abed8ab510ba1f5",885458693.65062
"5f6ad58df27b562db077b5ce",700762779.538985
"ee96d947484aaace40f9b77f",888899233.154929
"15c4aef8401208054697b81e",763100174.534881
"22d6cb11333f2839b8112b89",969636392.720093
"288c09c33907dadbae495c11",845446971.731419
"f71d2bca0c5fe2720a1544c4",728819097.999101
"451744cf3ce55a98db8a3562",652324898.567085
"fba9ae05a6a8a9e0c6268a9f",640972634.103579
"1338e58f7dcebf5a1ea59388",724398368.120529
"a817e8da0ada143ac87277ee",657568106.04447
"46d8bb3e9a0ca584d3c7a317",614415481.78926
"b2506aa9463aebf01e1e00ca",472457581.503373
"7ec025b9b6e6f33bf65af41b",461415627.324161
"2ff531e27672ecd2362eed55",665386986.459552
"9b3cf0d1b91b9c6a2a887647",544459105.637357
"7db5291ce4602d9b2b266872",502379105.770445
"65d5918e826c33bb950fc008",575942408.736437
"395c34e4b8f52cbdb0522459",659744799.571986
"855f4b67d2bd6d18fd03d8e7",634045445.808232
"9ff06409b37e5b5dece4604a",669552057.507909
"0508cd7bd2c77ebb6fea1e56",583832482.405479
"b45fff2e718e54772d46a3fd",603074659.100909
"cf4d2297b73dbc357d21e31b",601516657.3952
"0ada7044c5b29925abc90879",604146918.046657
"6305f02255274ab5fb6bd39c",719692084.208988
"d9a94194ae1350512beff3e6",703605467.754398
"e3896296cb80d50d9ad3f903",787799436.84693
"6514f355887c64136edb5595",790502091.347409
"f03400cc18e12903b3ffbe5a",911820678.523729
"4e134600155a64783b3f8c3e",741940387.771615
"d63ebc63c82fbf66d8b6ffd3",796713077.060365
"1bd64811bd59706844230198",931884087.124801
"a83921284639eedd4a511cb6",766919461.199536
"a2f3f7a1cd573e2a33f52e2d",780983974.747209
"47344a66471fa51f61c64652",787577114.108154
"78fd849c9429091347d7e5c9",784768192.653401
"c3daf2abea55af99c9579319",646763631.726238
"52864916eb1984abca41ec66",896966957.307233
"c62494a9d7aede44f2f84023",920028894.651682
"a2b576643f7a032371587e5e",1006148097.16573
"e53bc68f0e97ccead24f3e56",475054670.115441
"fd82c710aad91bc90af490fe",566282676.318795
"d436abc2ee37ba3dd561e940",846643184.68088
"216a598114a403676011cb51",733244308.846871
"ea230d5eccd2b687888173bb",790712073.906665
"18bd0dd7580f2a7cb19a90b9",684229738.941196
"b143c8ca6d334f6a73c3f2a0",604091244.815689
"ab388cb4fa511968783bafee",484156389.876028
"6a4f08cd04d558a56af732d9",506053512.908945
"7216c895aa047c4f405c4941",668324934.536303
"a493488dcd906dc74cf8a604",739566580.513965
"7844b0b2bc65dced90a355c6",674738936.910903
"c1976383069b6b82ab29d092",715035440.02862
"e5cfd99e2308b7b73581dbdc",484034367.990166
"c18c2ea88f4ac53970b53d2c",625207689.08937
"842c9f0e4edf1e5a672ce15e",719608908.266645
"7dd1e46dcbddc6bf5ef694de",709615368.128766
"6cc4f32b39180bd1ec7e117b",620437541.590044
"79e643789a85dc4ffad49a25",850734734.545928
"b3402a9173d289d6db78e09d",961983951.953595
"a446507813234e358db8b573",635256510.115116
"c8ef57ddfb35061d1876f94e",772088891.72571
"360be0df2c003005e3db080e",838066282.88595
"9ab245a4c91877cb7a8661ce",857543172.855109
"a57a34c7486e7a40e8deb316",774935540.196954
"ceba7d0f56f6cb03538962fb",712224482.666618
"d5475993f9db58c3e4baf7a3",770425598.036665
"d37a1dda09e30da13ff5bfc3",711357585.484698
"68a8b8d077a8232723bf37e9",700762779.538985
"e1eea7716ca6490b7640717a",703174546.983338
"4ae6d75b10848d259ecba576",734640331.225603
"17afbce5c0b56732abbea936",735153779.376727
"84a2673eccd3cf3bd7fd3eb0",896966957.307233
"f2f4e6cbafe527b155707f01",964160895.445295
"de2e3a592cda5b76c9573c5c",878865089.719807
"fac651cf404a58f24dc7d286",920441847.260372
"e6f312a0877af26b69855a3d",948167041.165664
"333a643c623a9bc75f3a40f2",976727971.149201
"64593641e470908ef23b46cb",961130253.529381
"ce9f2f0071be658ae75ca6f9",1006876603.81175
"9ab385e399a4673732b6a799",781423710.491355
"3429c774b736cefc051e2c55",595599071.616711
"a51ad0372758b2bbfe73f8fd",548200717.138835
"8c801a266256e3fbabe7e3d2",758025343.998976
"ca2f81b8fb6fda20aefb0ccb",652303129.515805
"3c1b1f86087f9b99380e387c",715060288.674846
"b0cad5d612954b8cab18101c",773034921.266562
"7eb991f4c69215377e4dac8f",839581618.710354
"0d130b8bea4321300396fa34",949318048.503988
"8dfa059401e1dca80ae65ae1",721193947.099014
"3e3f264cd0ac7a65ed2349a2",780848360.586715
"112dce80bf512f3f24391d23",626097110.815525
"ff25ded6333278149f8fb68f",663235619.55645
"d555b82c192794e87e9d536f",681915627.645479
"a787382d96ef9fce8f27bc70",907145681.660496
"8c3aa295f7bcfd9a43eb2037",826568459.976364
"13ac95652fb3cf6c43dafc66",611816769.389032
"42fc6a80b882c32f6264ac10",651417113.622673
"1e9c53e09220d689a0210ab9",511292795.722677
"3348706086aa3db5c92259c3",472455672.336074
"66d402a9b7d05f29282ddb00",677148794.19199
"cf88be51d6f31c10e5868ff7",506087804.971571
"30b3f38716be209a894b0942",470819959.564971
"0a5908a92d0ba3e36f54b1f3",446350330.166849
"dd206b6ea2d7f6555109ea39",467879553.262933
"c641febd8bc2ece3e4d2d8b6",537584758.389502
"c11fdc02a288af0572a2bca1",808667946.052256
"35dc60a65969b264ab283d6d",553647209.490008
"d9cb0f637cd4feaaaf8a21c0",726572050.804515
"7e8dfae9a5f1faf8afa706f7",646985679.319046
"a280fe7610c254b935c9dcfc",497234150.91249
"85524880fdc4e4daf90e96fd",492546089.452133
"f361109d06f6609c16724b39",575942408.736437
"3f6b2f0c0876c21755369cb6",719692084.208988
"de26819064a290ce78d8fcc1",538400734.780459
"91be1260a84ab7fa3521c495",809631634.531226
"18c8dc4549d38c918af2972e",754320413.230765
"782b0fb8641849c2c34291e6",502565070.251729
"54933f8b33a4fd6f031ed5be",740929689.457067
"953176c9a901b4f61c030432",621959320.834735
"357e2add3d68167a4f3ce15e",813539723.924122
"90332d50e91925eb9b614bef",779665971.469604
"11723d1d472bf1a3fdd8b72c",965300436.528378
"01f8b6799e2910f7769db175",794082277.648128
"a0d5001f7dd42d7f0c91d2a9",522939330.996518
"d4439c35bcb88e1490916c67",576556272.433039
"4a73dad0ff8a5262e8b07c4b",879566942.313057
"3dd8085a65f24b497ea59557",931572200.099076
"39ef085809bc80e32e7b6af6",1014960452.78949
"b98ee16e8fd7d1c75a9da13c",1006100726.77066
"16deb26bf740fa61e258f545",876402222.08309
"732a3bd457d7798e1fd892f6",782758671.122869
"1376058cb128a1c7729cd2e9",856368550.218545
"cac7e7c3e13af91bdc7107e8",935236604.801153
"9f3dfa6e1422f6aeac527c61",645559717.401904
"4dd3d1288ccb66ee4fb9c097",966726591.618878
"15fb97d6a43731d61e95d004",879152725.680131
"dac29573163315edf99e0e7a",643887401.989695
"b93f2864087d41c3c92d43c3",786716061.634679
"cd4656aed92f5c0a0b6b7c0c",787438649.173514
"556210496090b42ac10cf1b8",1006148097.16573
"762979729fb21e56a32ed14e",1006148097.16573
"ea935b76abe664d5e2c4736f",575942408.736437
"40e9ef1e7c6749b7a8d04ea9",577994337.896793
"058265732a484ac8d5497f5c",606387469.999573
"6f52ea8340cdd283f9a79720",667946342.314778
"cafe7c1ee67458e05c84d5fb",719692084.208988
"3f45ed2f08a2b03b738fbb5e",499827349.970198
"f203b18854b75c4564d7a17d",738136685.45119
"d5333f639d11bc3ab073ed72",761728062.162369
"c14f644116669a160446a945",604379987.139699
"de585856ff546e00a5a4672e",492388372.651579
"7a80663cae7c191b5d025fa0",788762928.397812
"71f80198e68fbba902650b1a",629787782.933351
"f3523e0626df8cea803ead0f",494813426.11974
"619abd5f978b1573761be86d",626080505.102969
"17a2323b855e93533a9f09f2",570329198.843433
"38e8630f2c05ea38e2257c21",659714567.732027
"1e3798d739f85ee0e5a314ca",518389794.088825
"46d0544f411bbfb6b452858c",608556418.010676
"605e7a71eecb13b23ffca0c1",472965193.446493
"7515b37b7ae7c62f3dafbe7d",607019338.743731
"28be121ada9c9303be802474",610553081.921577
"331d54f8a1bd3dabce73d6d9",805638891.262378
"22d167639ccaace593dffa31",604933478.569858
"36cd68fc3ffab79fcaa340ab",479803155.56338
"db924733e88c361cdfab874a",651784331.226788
"64eea2e9a13a8edfe8ac7027",702744798.724041
"97fe6eeed892111bfa20255b",695276772.479073
"b54e6757829ac95e2076d954",905507016.777841
"dd59b8122458557041903207",551615657.880646
"b35c58fc1c05a77433025318",826145750.64376
"c41964afa164d8b75f8dbe92",704482747.059465
"96b3ea80cce599b68f96f86e",698511747.576027
"a4bc87ad4f1ad97c0a63d843",699498973.23439
"16e62269e6aa2ea052d05f71",681578248.904284
"518b37b51f824fa0fb5075d3",877635234.056687
"e083d83369cbc93fb94842a1",696389801.011804
"57deff02895d5286eda10d89",871620166.658295
"7ed35835fbe694bc237abe38",704516794.263397
"b48efa9ddf36e85164354f26",875326782.299689
"5910c9b29a1025bada93a5e1",699411068.284343
"10a650e8cb5425c97f08f68a",706628728.237039
"9e0feca2ec3043ae6f840631",877532069.521157
"35ce37bbecac6b164fa21e6c",608524669.401763
"c4955010d066e013812a85ea",854544033.773919
"d5a83c31bec18d1c3eb9af7d",698804277.802075
"70217bd08583854329722821",696856397.297642
"28e748e7aa0a447731e06706",765605817.567505
"27929c0a3e0fd2d6d2969e03",639354611.528322
"5c5ea0d8bae75e0a5c88414f",745987962.658343
"2233f50cf7b04791cf1ddeaa",744325790.169187
"bf430621f17dcaf17fb91ac7",762206529.935223
"d8dc9de06461e0220bc55906",545411189.881004
"d988975f8c4e6ee8fd8dc1e1",727524432.497187
"bab884e0f99df269805e83a4",727165806.828582
"8fa9b20af1508af7a01e2267",700789080.680221
"b6f195d44ddbe10b78b97191",608768265.607467
"2ab0eeac4a228d5769fb4365",608595435.388099
"347a4deda03bfdde6d1c163d",661272093.981061
"17230f18b30b94606fea047d",462327169.281932
"eab4ae491bbbe7b8ab107229",727397199.682587
"07c753474a847bf2bccd55b7",608830925.265294
"b7ce05400f0261743073e072",646719407.385028
"4a33d213841d2af537aa967a",704208378.119863
"04eb0b590ce7483c615b043b",833972815.924367
"a01a51af09a3dc387a18b58c",436965717.628073
"270b930a9e22d5016ffa4019",1005705725.69002
"5ed1320fe84a518e267ff537",960853833.553956
"f04b574dc221473cfd616e22",622071958.75078
"6f7e390aa6135019dc5a828f",673024181.793037
"776d4a19fb3852fe6dcd3ddb",505661142.602472
"b7f164b79658952248866c34",602001339.643706
"aafeff5826516e363471e439",502329566.705283
"eba6a2b80a17a846ae560ece",575726084.309219
"90e62f8656ae504bf6175e0d",509630472.328433
"dc4331d09a1e36baaa6bde53",543997805.099159
"372d67ccb9d251e290891f0a",465540995.571252
"a7801c67a0ddd71c50ba38d3",487332797.367881
"e4d6b81f169cab8ea0244d75",707326066.654354
"cd5c6655243a4be0912bc92a",774935540.196954
"f7a7281a19733251134364fc",894225983.510038
"a716ec25a219961fbe90f367",964160895.445295
"8bd45966c16d4eafb49ee2a2",967908895.947002
"baabbdaa5e8f69fc90d303c1",963349868.209596
"8bed46960db1b2a7954ffbcb",1007102486.00903
"dbc123f9502159d660f375ca",755671488.126444
"a4683facc81ccda10e9ae388",1006876603.81175
"3a576586fa1aac85c2ffb75b",846688736.656121
"b1fb98d0ba25b21c6647d423",961806689.680538
"97fa4be3ed93c37c048f507c",491796474.535792
"cf184cc576effe39c0f857b8",614256951.635374
"784f67fcb2d009d352740ed1",607677458.64899
"f4d6ce332121f814aa663fca",648717634.199882
"c87ae84ef029febca1e633e8",595306650.786659
"e876c6fd9c161861fb92ad5a",883167231.494271
"9047c4764f2c6b1a10b87e99",844927996.619878
"234c94e9a248ae57bb5a0771",651311411.833521
"a49c2976ca4f24f3a6b622e3",597600289.232809
"ffc171cf73514bed077339a6",446959860.006056
"fba83f5feea2522888377066",477605648.153793
"1a593800d5785ecc36c25ead",702446635.964791
"ab157c9601861dc387a91b82",713206313.980441
"f87f8003f15b0fbc12609514",613132654.692533
"f44d035ea2b15b2c69d4da50",713694568.303541
"fc815b59cce7934f816f0502",819870211.746769
"32915b77ca68000ba9eed6d8",596903749.138147
"cb083fa7ff634f424a351840",544388344.439027
"4f3c7b9bc78f882f858b3d3a",453753378.355009
"53d33316e237830ad463a26b",557975298.542362
"f5d852e25d51377686c43bc8",704985989.727786
"64731b6eaf4fd2bb6c155013",765161412.611635
"dad7e45e4706ab2564ef9cf1",518925487.536959
"255914e9b13ad94efa6ed365",728077338.948182
"5a8950a64b4aea4ac13dad45",925956087.620466
"70f51b4abf26651111305b1b",845848812.712744
"8919ca18fff7571002e440ec",946997903.674552
"f776a4e0c8c82b3d29756b34",1006148097.16573
"7ea4af39a7e577ffbd600f0d",867730083.861543
"45fc0d46c7a4df7ff6976fce",857266686.474934
"7cdcecc706fc7c79cce45b20",866393965.044466
"3503f56e09e639be4762ff2d",803719294.823238
"f70ac0d227db6f5333aa821e",757554494.557677
"20db610da64f80afc1621b12",498473270.618632
"c80ef212c870e2f20ed2234a",781749032.490969
"7dc68d5cac1b7fcdab35586e",640442681.25801
"a478fb93a131fee4119bb9f9",895011996.170441
"7749b2b534213ec7b536372b",523440834.37158
"43e59f5312e304fc21c1e052",849835782.105453
"82a7920524816f3db7f5a4ca",696898356.893434
"1a7e331d9ff88ae5efafa8ea",674596624.939961
"a57350d4c79a415137281cb7",502077362.801019
"f3a6132006d54d0e22a17e84",793253855.390386
"14caab87a129f51b2b70508e",681223011.365692
"ba2423d79744d763aa3744f8",752618796.949036
"1caac10c1121a795a172889b",837147413.196299
"40768729f2697b87ed6519d1",673331898.661084
"843234d3c6c20bb60a17fbee",771027618.794303
"cd2e4dff930a1c7a1a569992",635558149.551192
"5a6eab133b7e95155f6a9012",554776620.083154
"5bba6c40aeb129c433d2c58e",751920444.822319
"ad3c644b506498127c7beef1",776863720.502153
"a379656c49f4cb1cfc5b3f03",670115502.486028
"998c1a6ace613d8a7468ba5c",741940387.771615
"dd610d7ece83bb02dcd7a22f",603108518.759095
"539467d04a2b3e78c592b11b",450059004.238696
"e40fe4ac43cabe82c03dda59",607964480.269751
"5561eab714583013b422e7d4",674738936.910903
"d9110b2b5b1c02766da9e24e",768686579.344914
"c72cf05b93b9c290c063b08b",802538807.905247
"d71cc157c0c43935989009f5",701797221.558578
"4199eaa19ddf8ac436bb2ba3",961983951.953595
"d23d12bd86def2657038a481",894225983.510038
"ca438e13d8aa6285858da0aa",896966957.307233
"a173eb804f4bcf6bfe889417",964160895.445295
"9b3677d498c2ccf69c756ec7",1006148097.16573
"f8c787390e4c6d2e99fc7c3d",711641954.967366
"a188aa896d1b4520ccd6b65f",472466941.049221
"9fa39c9eb4b10a20dda6c3c2",794225167.228903
"7bc9022fa1eadbd9ab39acd9",597789071.944294
"46f0731f62232b32eb733dc3",711175819.126437
"b6767d1e329ff5e28c42f632",610280054.591389
"abde4b06769fcb1d5577fa7f",548200717.138835
"1496d159d31717ce254f67a7",611038117.396362
"1470749d0d2551a93827e441",597867656.852289
"3ac517f74dbf8cdc8feadfe8",617721024.067439
"fc6616c62030a53d2aa46b12",952371566.29532
"8497f34947cb4c0ff18a0eaa",515654534.793955
"3b2936127f5a4684a1d3de22",875728993.436677
"dab58562904cd13a93d913e1",620694042.014008
"69d1e47b6bdc57512f1838a5",802482917.93092
